ID,DATE,TITLE,LEAD
5AFA53CAB19044ADA0D7CA5920B96163,2019-11-01T04:18:59.000Z,Syksyinen poutasää valtaa liki koko Suomen – lumikuurot mahdollisia Pohjois-Lapissa,Tänään lähes koko maassa on poutaa.
5E387208AD42483496EAB5C8B3E3E2B2,2019-11-01T04:21:47.000Z,Yläasteikäinen poika oli hypätä kolmannesta kerroksesta Kiinassa – palomiesten epätavallinen käyttäytyminen pelasti,Palomiehen potku pelasti mahdollisesti pojan hengen.
2B77156F606B417E9879B8D2996BFB65,2019-11-01T04:32:20.000Z,"Annin, 27, kotia kehutaan päivittäin - 3 asiaa tekee siitä ihaillun: ”Se ominaisuus kodissa pitää olla”","Anni Blomqvist ei seuraa trendejä, vaan sisustaa oman päänsä mukaan. Kodin sisustus on hurmannut puolison lisäksi somen."
BB9CF065D5BD405786DAAD60AB71350B,2019-11-01T04:58:01.000Z,"Laulaja Jesse Kaikuranta, 37, väsyi kesken suurinta suosiotaan – nyt akut on ladattu: ”Nautin jokaisesta hetkestä”","Seitsemän vuotta sitten Jesse Kaikurannan esikoisalbumi myi platinaa jo ennen julkaisua, mutta suosionsa huipulla artisti voi koko ajan huonommin."
600A3F19E5AD4140BD8B17C9D37E7221,2019-11-01T04:58:20.000Z,Suuren läpimurron edessä olevalla Makwan Amirkhanilla niukka kommenttilinja New Yorkissa: ”Ei kiinnosta koko ottelija”,Makwan Amirkhani ottelee lauantaina New Yorkissa. Madison Square Gardenissa liikkuu jälleen huhuja Suomen omasta UFC-illasta.
5F3DC8338163444CBF36756EC92BBF75,2019-11-01T04:59:24.000Z,Ex-kansanedustaja Reijo Hongisto palasi poliisiksi – tekee lyhennettyä työaikaa ja nostaa sopeutumisrahaa,"Eduskunnasta pudonnut Reijo Hongisto, 57, on Suomen ainoa sopeutumisrahaa saava poliisi."
90A2FAD03C414192B9D4B07BCBEC8B38,2019-11-01T05:00:00.000Z,Tässäkö Suomen menestynein trilleristi? Max Seeckin kirjoja odotetaan jo kymmenissä maissa,"Talvinen Helsinki, lunta, pimeää ja murhasarja. Siinä ainekset Max Seeckin uusimpaan menestystrilleriin."
93C21151B41F4AFDA4B8181A55FA7A84,2019-11-01T05:00:00.000Z,Mitä maata tennistähti Bianca Andreescu edustaa? Pelaa 10 kysymystä!,Iltalehden perinteinen urheiluvisa on myös verkossa. Montako tiedät?
FE064D5AE5AA45A2B2D682D049A0B3A5,2019-11-01T05:01:19.000Z,"Päivän ravivihje: Toto4, Jyväskylä 1.11.",Iltalehden vihe Jyväskylän Toto4-raveihin: 
52C3FDA1A93B43E6BCF64CFB05AD2F74,2019-11-01T05:22:00.000Z,"Epämääräisiä vatsavaivoja ja ikää 40 tai yli? Tarkista, ettei kyse ole mahalaukkua tuhoavasta bakteerista","Helikobakteeri on käymässä takavuosia harvinaisemmaksi, mutta salakavala vihulainen on hoidettava tarkasti, sillä se voi altistaa mahahaavalle ja mahasyövälle."
0623C025109D406FBDCA3D6BF51A7751,2019-11-01T05:37:25.000Z,Beverly Hills 90210 -tähti Ian Ziering on eronnut – syynä työkiireet,Legendaarisesta ysärin nuorisosarjasta Stevenä muistettu Ian Ziering kertoo erosta Instagramissa.
08464BFDBF744777800B0011C06CE5E2,2019-11-01T05:45:01.000Z,Pekka Rinne ja Nashville kokivat todellisen Halloween-painajaisen - viimeinen maali suomalaistähden taakse oli uskomaton taidonnäyte,Nashville Predators suli kirvelevällä tavalla Calgary Flamesia vastaan. 
D708626F392A4D53943395B594CEC2B7,2019-11-01T05:54:17.000Z,Kysely: Työvoimapula Suomessa jo poikkeuksellisen suuri,Kauppakamareiden kyselytutkimuksen mukaan ensi vuodelle tehtäisiin lisää investointeja jos talousnäkymät paranisivat. Työvoiman palkkaamisessa jarruna on korkeat kustannukset.
ADC1684BF18F4FC79D0D2E376F39F443,2019-11-01T05:55:38.000Z,Nuoren hulvaton pilapuhelu USA:ssa - pizzeriat tajusivatkin puhuvansa keskenään,"Amerikkalaisnuorukainen päätti toteuttaa pilan, jonka kohteeksi joutui kaksi eri pizzeriaa samanaikaisesti."
77DA4E8D7D4F499ABA8279B90088A466,2019-11-01T06:00:00.000Z,Tampere-talon kylkeen avautuu hotelli - kokoukseen tai keikalle kuivin jaloin,Tuleva vuosi tuo paljon uutta ja jännittävää Tampere-taloon. Elämysten talo täyttää pyöreät 30 vuotta ja seinän toisella puolella avautuu tammikuussa kansainvälinen hotelli! 
F721276D058D4241A1E8F6467C227AD4,2019-11-01T06:06:57.000Z,"Ennätyksellisen pitkä hiihtokausi alkaa – Iivo Niskanen yllättäen sprinttiviivalla: ”Sitten ollaan ongelmissa, jos menee tosi huonosti”",Hiihdon Suomen cup alkaa viikonloppuna Vuokatissa. Asiantuntija Toni Roponen kertoo kupletin juonen ennätyspitkällä kisakaudella.
201711032200507722,2019-11-01T06:14:07.000Z,Tuskailetko lahjaidean kanssa? Anna isälle lahjaksi hyvät yöunet,Isänpäivä ja joulu lähestyvät. Täydellinen lahja on taata merkkipäiväänsä viettävälle hyvät yöunet - vuosiksi eteenpäin.
6610EF2BBA0A48BEA3F723870AB9A9A1,2019-11-01T06:16:29.000Z,Pakastimesta löytyneen thaimaalaisen miljonäärin murhasta epäilty mies saatiin kiinni - oli kiduttanut uhriaan saadakseen korttien tunnusluvut,Pakoaan varten mies oli ostanut moottoripyörän.
FA4A2535F5EC434BA282823D7E0B4E74,2019-11-01T06:27:10.000Z,Harry ja Meghan julkaisivat kammottavan kuvan - pitävät silti tiukasti toisiaan kädestä kiinni,Harry ja Meghan heittäytyivät halloween-tunnelmaan julkaisemalla pelottavan kuvan.
7D454C59009449DCBB6FE53BB62C7ACC,2019-11-01T06:29:32.000Z,Puuttuuko halloween-asu: nainenkin voi olla supersankari,"Naisille tarjotaan naamiaisasuksi usein seksikkäitä pukuja, mutta mitä tilalle jos ne eivät tunnut omilta?"
07599AD74D4C40AC89768E72DCA90C66,2019-11-01T06:30:11.000Z,Ohitusyritys meni karmealla tavalla pieleen Tuusniemessä: Ohittaja rysäytti vastaan tulleen auton keulaan,"Ohittaja oli jo luopunut yrityksestään päästä kolmen auton ohi, mutta menetti auton hallinnan ennen pääsyään takaisin omalle kaistalleen."
72C1085CB2B64EDD85AD231571C8A699,2019-11-01T06:36:57.000Z,Kalastuskieltokyltti naurattaa Oulussa: Tulisiko mieleenkään onkia tässä kivikossa?,"Oululaiset ovat somessa naureskelleet huvittavalle kalastuskieltokyltille, mutta taustalla on merkittävä ja mielenkiintoinen kalahanke."
78DFC7A8D85B4DE0B5B3BA341C16A9C9,2019-11-01T06:43:27.000Z,Makwan Amirkhani miettii kurdien tilannetta joka päivä – ”Montako kansaa pitää murhata?”,Makwan Amirkhani kohtaa yhdysvaltalaisottelijan lauantaina Suomen aikaa yöllä.
516A768065FE4A8998553C4FBE797DC2,2019-11-01T06:49:51.000Z,Tällaisia käytettyjä halpoja sähköautoja tuodaan nyt Kaliforniasta Suomeen – Teemu Selänne kummisetänä,Seinäjokelainen autoliike on alkanut tuoda Suomeen ylellisesti varusteltuja Kaliforniassa valmistettuja Fiat 500e -sähköautoja. 
2BFC54E118BF4D619ED4E4FAA0289AE7,2019-11-01T07:00:36.000Z,Tuore äiti Jenni Vartiainen herkistyi kiittämään perhettään: Tässä on uusi Labyrintti-video! ,Jenni Vartiaiselta ilmestyi uusi Labyrintti-kappale kokoelmalevyn kunniaksi.
18CB9A6583F34575911A50331A24FB9E,2019-11-01T07:22:20.000Z,Miljonääriäiti Maria Alanen katsottiin syylliseksi - jätettiin kuitenkin rangaistukseen tuomitsematta ,Helsingin käräjäoikeus on antanut tuomion Maria Alasen tapauksessa.
BE08EAD63036486B8E80A2A28214D27B,2019-11-01T07:22:59.000Z,Lahtelaista ravintolaa epäillään julmista rikoksista: töitä teetettiin kellon ympäri väkivallan uhalla,Työntekijät eivät osanneet suomea eivätkä tienneet oikeuksistaan. Töitä he tekivät tauotta kuukausia väkivallan uhan alla.
5BE84DE4778C44BFB2E35EC0FED75236,2019-11-01T07:31:16.000Z,Tavalliset suomalaiset noudattivat ohjetta ja alkoivat sijoittaa rahastoihin – missä viipyy luvattu tuotto?,"Sijoitusinnostusta seuraa helposti pettymys, kun asiantuntijoiden suosittelema säännöllinen kuukausisäästäminen ei näytä tuottavan juuri mitään. Moni lopettaa sijoittamisen pettyneenä."
C26B9BAFF1B7470FA7921ACCEF5E37B8,2019-11-01T07:35:55.000Z,"Mies ammuttiin kuoliaaksi Malmössä, ainakin 10 laukausta automaattiaseella",Uhri löytyi auton vierestä.
244E2B41D5604B57BA7FEA5153727A0D,2019-11-01T07:50:46.000Z,Kaupungin taloussihteeri syyllistyi törkeään kavallukseen työpaikan ulkopuolella ja hänet irtisanottiin - haastoi kaupungin oikeuteen ja vaati korvauksia,Hovioikeuden tuomio työpaikan ulkopuolella törkeään kavallukseen syyllistyneen työntekijän irtisanomisesta oli erimielinen.
BC450F971BEF4DBF9F1BF76F5528CFE8,2019-11-01T07:51:37.000Z,Jesse Puljujärven siirtohuhuille nostetta Kanadasta - Oilersin seurapomo saapuu Suomeen ,TSN julkaisi Trade Bait -listansa. 
185BA335E3F54D1E86CBAA8065CA7728,2019-11-01T07:59:13.000Z,Kiinalaiset jättivät Heinolan arvorakennukset mätänemään – Ely-keskus käynnistää lämmityksen kohta vaikka väkisin,"Varaton kiinalaisyritys on ilmoittanut, ettei se pysty Ely-keskuksen vaatimia toimia toteuttamaan. Nyt kiinteistöjen suojeluun haetaan ympäristöministeriöltä rahoitusta."
ACB2FDC9BAA342B88EDA8705EFBADCEB,2019-11-01T08:02:01.000Z,"Radio Suomipop: Jari Sillanpää kertoi huumeidenkäytöstään – ”Se meni kemialliseksi laboratorioksi, nesteytys ja muu...”",Laulaja vieraili Sami Kurosen maratonlähetyksessä.
7F6E9BBF828840E0BAB64EA26E078E8E,2019-11-01T08:14:18.000Z,"Eemeliin, 12, et halua todellakaan törmätä pimeällä: uskomaton asu saa sydämen pamppailemaan",Halloween innostaa revittelemään naamiaisasuilla ja huikeilla meikkilookeilla. Tässä muutama lukijoiden tyylinäyte! 
16F9727E448D47C4B8301D111E93855D,2019-11-01T08:15:31.000Z,Nordealta raju ratkaisu – pankkipalvelut katkolle keskellä pikkujoulukautta,"Nordea tiedottaa, että lähes kaikissa sen pankkipalveluissa on katkoja sunnuntaina 17. marraskuuta yön ja aamun aikana."
2528ECEF93B2494EA9A6666967C22D8F,2019-11-01T08:37:56.000Z,Ensi viikolla painajaisten yllätyssää: ”Kaikkeen saa varautua”,"Lapissa on mitattu perjantaiaamuna syksyn pakkasennätys, -26,0 astetta. Ero Etelä-Suomen lämpötiloihin on hurja."
A3A80D9CBF0F4EA0B79AE48AB81713F7,2019-11-01T08:42:38.000Z,Suomalaisasiantuntija kiroaa F1-kauden päätöstä – ”Ei mitään jännitettävää”,Formula ykkösten MM-sarja on edennyt loppusuoralleen.
E21B6451C61D4DE2A132750232E64C25,2019-11-01T08:50:19.000Z,Prinsessa Sofia avautuu kokemastaan nettivihasta Ruotsin aamu-tv:ssä: ”Vaikuttaa minuun tosi paljon”,"Ruotsin prinsessa Sofia ja prinssi Carl Philip vierailivat SVT:n aamuohjelmassa puhumassa siitä, kuinka lapsia voisi tukea nettivihan maailmassa."
7487375009574995BF7FDE2A4306F10F,2019-11-01T09:00:23.000Z,Onko tässä Suomen suosituin resepti pizzapohjalle? ”Tällä ohjeella tehty jo monet kerrat ja aina onnistunut!”,"Pizzasta tulee lähtökohtaisesti aina parempaa, kun pohjan jaksaa tehdä itse."
F2731ADAD25B4818A3C2A7B8F402E4E2,2019-11-01T09:13:37.000Z,"Legendaarinen huoltaja todisti aitiopaikalta kaksi Suomi-kiekon suurta shokkia – ”rupesi tuntumaan, että ei kai taas”",JYPin ja Leijonien pitkäaikainen huoltaja Kari Virpiö jäi eläkkeelle palveltuaan kiekkoilijoita 39 vuotta.
3F0B1590BD22424CAA505211C45F8AA7,2019-11-01T09:40:39.000Z,Kimi Räikkönen suhtautuu toiveikkaasti formula ykkösten merkittävään muutokseen: ”Kukaan ei välitä”,F1-autoista tehdään sääntömuutosten avulla hitaampia. 
4C7A6BBCEB4E415C85F24946D5E23025,2019-11-01T09:47:12.000Z,Hevibändin sokkiuutinen: Puolet Children Of Bodomin jäsenistä lähtee – viimeisen kerran lavalla ensi kuussa ,Jaska Raatikainen julkaisi Children of Bodom -faneja järkyttäneen uutisen Facebookissa.
2E828D9DC5DD4E06952C9E53C64BFDCC,2019-11-01T09:49:03.000Z,"Tutkimus: Monet lääkärit pitävät rokotteita turvallisina, mutta eivät kaikki - ”Tähän tulisi puuttua”",Terveydenhuollon ammattilaisten joukossa esiintyy pienissä määrin rokote-epäröintiä tai kielteisiä asenteita rokotteisiin.
526B9AF181764062BC9477076A523552,2019-11-01T09:56:17.000Z,Poliisi kertoo poikkeuksellisesti Lopen sukellusturman syyn: Liian vähän avattu venttiili,Viranomaiset eivät tavallisesti kerro julkisuuteen kuolemansyyn tutkinnan tuloksista.
B6E6F1DD42CF4A23BE48C7DC96199AC7,2019-11-01T09:59:53.000Z,Lukko ei saanut odotettua NHL-vahvistusta - ryhdistäytyminen alkaa silti tänään,"Päivän pelipoiminta löytyy Liigasta. Lukko ja Jukurit vääntävät Raumalla siitä, kumpi saa laskusuhdanteensa poikki."
C565A33F2D7F429AAAE33DF4AEAB2C6D,2019-11-01T10:02:31.000Z,Potkumurhaaja vapautuu vankilasta - uhri löytyi metsään haudattuna,"Uhrinsa julmasti potkimalla ja tallomalla murhannut nuorukainen selviää elinkautisestaan runsaan kymmenen vuoden istumisella. Tekijä jäi kiinni poikkeuksellisessa poliisioperaatiossa metsähaudalla, minne hän tuli siirtämään uhrinsa ruumista."
4985CDB82BBD40D0BB6157A307FB5426,2019-11-01T10:11:00.000Z,"Mervi Tapola, 65, on kuollut",Seiska kertoi ensimmäisenä Mervi Tapolan kuolleen. 
B6535BC312D14208A80D789A9B636221,2019-11-01T10:11:05.000Z,"Radio Suomipop: Sofia Belórf avautuu rankasta tutkintavankeudesta: ""Pahin rangaistus ihmiselle""",Tuottamuksellisesta rahanpesusta epäilty fitness-kaunotar Sofia Belórf vieraili radiossa Sami Kurosen juttusilla.
451708BEEB694D129398285702BFE1AA,2019-11-01T10:12:46.000Z,"Saamelaiset tuohtuivat turistimatkoista pyhälle saarelleen: Roskaamista, virtsaamista ja alkoholia –vuosikymmenten jälkeen toive toteutui",Suuri matkailuyritys kertoo lopettavansa turistimatkat inarinsaamelaisten pyhälle paikalle Ukonsaarelle.
8DF2A74E292C402AA0D9A3695D71E444,2019-11-01T10:14:15.000Z,"Pizzapalan vieminen oli liikaa - pelkoa herättänyt kiekkotappelija iski kaveriaan haarukalla naamaan ravintolassa: ""Sellaista tapahtui koko ajan”",Stu Grimson oli yli 2000 jäähyminuutin mies NHL:ssä. 
D16462E34B774E189A5EC3E07B801CC6,2019-11-01T10:27:03.000Z,"Viisi miestä vapautettiin Espanjassa joukkoraiskaussyytteestä, koska teiniuhri oli tiedoton ja ei vastustellut",Espanjassa vaaditaan seksuaalirikoslain päivittämistä.
3BD665BD03B948A296FC1E7F32109190,2019-11-01T10:27:18.000Z,"Verottajan verkkopalvelu laittaa viikoksi lapun luukulle – toimi ripeästi, jos tarvitset uuden verokortin",Verohallinnon palveluissa on katko tietojärjestelmän päivittämisen vuoksi 1.−8. päivä.
73C54687F693463D8DF6424913ABA3A8,2019-11-01T10:28:34.000Z,Mervi Tapola 1954–2019: Makkaraperijättären tie vei perheyhtiöstä kohuotsikoihin koko kansan urheilusankarin rinnalla,
BF7817DACF2C4542B228E1549D037F5D,2019-11-01T10:38:12.000Z,"7 yleistä influenssamyyttiä, jotka on syytä unohtaa","Luulitko, että kerran otettu influenssarokote riittää? Olit väärässä."
4D848B2FF5654ADA8DBAC8BDE9461820,2019-11-01T10:53:07.000Z,Hiuksista suorat vai kiharat? Yhdellä tuotteella onnistut molemmissa,"Perjantaipurkeissa kolme kaunistavaa uutuutta kasvoille, silmille ja hiuksille."
C120D850583B4193A1EBF8DFB42E8B31,2019-11-01T11:03:00.000Z,Kimi Räikkönen on keskellä uransa syvintä lamaa – asiantuntija kommentoi motivaatiota: ”Tekemisessä ei ole lainkaan iloa”,Kriisikuski Kimi Räikkönen lähtee USA:n GP:hen puolustamaan viime vuoden voittoaan. 
BB6F76EC31D346F6BEB8D4AA045DCC7F,2019-11-01T11:09:45.000Z,"Lentoveroaloitteen mahdollisuudet huonot - puhemies Vanhanen:  ""Yksittäistä veroa ei voi erikseen päättää""","Kansalaisaloite lentoveron säätämiseksi Suomessa tuli täyteen torstaina. Puhemies Vanhanen arvelee, että ”eduskunnan valiokunnat eivät tällaisia aloitteita kovin pitkälle käsittele”."
90756892D14345E89E4515FC948BC361,2019-11-01T11:15:01.000Z,"”Slutsheimaus on ihan kamalaa” – testaa, onko sinulla ollut enemmän vai vähemmän seksikumppaneita kuin muilla",Mitä seksikumppaneiden määrä kertoo? ”Eihän siinä mikään mene likaiseksi tai rikki.”
49C5465118FA43CEA1107065C4AB4931,2019-11-01T11:17:18.000Z,Kai Merilä muistelee Mervi Tapolaa: ”Hyväsydäminen ihminen ja suora tamperelainen”,"Matti Nykäsen luottotoimittaja harmittelee, että viimeinen vierailu jäi tekemättä. Mervi Tapola kuoli keskiviikkona."
E55D50A63D9B4D9281BEC4EA0822841F,2019-11-01T11:23:39.000Z,Helikopteri putosi mereen kiisteltyjen saarien lähellä Japanin rannikolla - seitsemän kateissa,Kopteri löytyi 70 metrin syvyydestä.
96AF20CF5BE54DF6B09BAB987C3961F8,2019-11-01T11:28:45.000Z,Makoisa muotoilu ja Mercedes-Renault-moottorit: Uusi iso Captur murtaa ennakkoluuloja!,"Täysin uusi Renault saattaa olla Suomen Renault-myynnin kannalta varsinainen sateentekijä. Se on todella hyvännäköinen, riittävän iso ja pellin alla surraavat Mercedeksen ja Renaultin yhteistyömoottorit."
370AC99490214F71B109E2F1256050C7,2019-11-01T11:29:06.000Z,Tommi Mäkinen repesi nauruun kuullessaan kohuväitteen - vakavoiduttuaan tallipäällikkö muistutti edesmenneen idolinsa opetuksista,"Tommi Mäkiselle ja Toyotan WRC-tiimille jäi ainakin toistaiseksi ""Musta Pekka"" kouraan, kun Ott Tänak päätti vaihtaa leiriä."
F55CB58B0E074CF194686E0D27AF398B,2019-11-01T11:42:28.000Z,"Blueskitaristi Erja Lyytisen hurjat kokemukset: Levytyssessioista tuttu mies ammuttiin, auto pyöri ympäri keikkamatkalla","Blues on vienyt Erja Lyytisen levytys- ja keikkamatkoille pitkin poikin. Tuore kirja paljastaa, että reissussa sattuu ja tapahtuu."
9FA75E8D9D8E46C1863B6DA1607FC5ED,2019-11-01T11:49:47.000Z,Uuden musiikin kilpailuun ei myydä lainkaan lippuja - järjestetään samana päivänä Melodifestivalenin kanssa,Uuden musiikin kilpailu järjestetään maaliskuussa Tampereella.
1014757839F843CD89397CE08D051552,2019-11-01T11:51:42.000Z,Lapsia ahdisteltu useita kertoja Nokialla - liikkeellä epäilty namusetä,Poliisi tiedottaa useista epäilyistä lapsen ahdistelutapauksista Nokialla.
2E8BD891F94541A09C04FB8DA9FA25C6,2019-11-01T11:59:00.000Z,Tätä kaikkea suomalaiset vetävät vessasta alas,Pohjoismaiden suurimmalla jätevedenpuhdistamolla on hylly täynnä viemäristä poimittua tavaraa.
C6F70A00EBCE4E8F9AAEBB708520BA5C,2019-11-01T12:14:42.000Z,Isänsä murhasta syytetty mielentilatutkimukseen: Laittoi tyynyn pään alle ja pyyteli anteeksi,"Raahelaismies pyysi mielentilatutkimusta, johon oikeus hänet määräsi."
D0A0439C00384D3EBF0683B3A7585D2A,2019-11-01T12:23:20.000Z,Blueskitaristi Erja Lyytinen avautuu erostaan: Pitkä suhde ei kestänyt kaksosvauvojen mukanaan tuomaa arkea,"Palkittu blueskitaristi Erja Lyytinen kertoo tuoreessa kirjassa, kuinka pitkä parisuhde kaatui ison unelman toteutumiseen."
EFB00CFC92E547738198B15F4188B702,2019-11-01T12:30:20.000Z,Triathloniin hurahtanut Alexander Stubb on todella kovassa kunnossa – näin pankkipomo huomioi työstressin harjoittelussaan ,"Alexander Stubb, 51, sijoittui ikäluokkansa neloseksi maailmankuulussa Ironman-kisassa."
7B3DD7BDB4804AE3A532AC8068A5BD34,2019-11-01T12:52:28.000Z,Onnettomuus Puolustusvoimissa: Typpihappoastia räjähti käsiin,Astia räjähti sitä kuljettaneen ja suojavarustuksessa olleen laboratoriomestarin kädessä. 
CAB2FB4B24B3432BB5C8CFE6219686FC,2019-11-01T12:53:48.000Z,Testasimme 8 cocktailbaaria Helsingissä: näistä paikoista saat kaupungin parhaita drinkkejä ,"Helsingin cocktailbaarien kirjosta löytyy esimerkiksi salakapakka, hämyinen kirjastobaari sekä valossa kylpevä talvipuutarha."
79D1235EC4C94AA99CFF57EFED1B4127,2019-11-01T12:54:15.000Z,Juhani Tamminen kuittailee poliisille Kaasujalassa: ”Ajokielto sinisiltä veljiltä oli poikittainen maila”,Kaasujalka-ohjelmassa vieraillut Juhani Tamminen ei muistele hyvällä taannoin saamaansa ajokieltoa. 
5738188B4EBD42E5829B2F486DD3CB61,2019-11-01T13:00:36.000Z,Operaattorit paljastavat: näitä puhelimia suomalaiset ostavat ,Operaattorit ovat kertoneet lokakuun myydyimmät puhelimet.
E971C2FBF4C94067A88700BF46D03850,2019-11-01T13:04:58.000Z,Turun poliisissa epäillään työpaikkakiusaamista: kaikki kuusi epäiltyä kiistivät syyllistyneensä rikokseen,"Poliisin mukaan työpaikkakiusaamisen osalta nimikkeeksi on kirjattu virkavelvollisuuden rikkominen, työsyrjintä ja työsuojelurikos."
A2790D1944174A79B0986E4EB7DA6DC2,2019-11-01T13:08:46.000Z,Amatöörimoka - Saara Aallon uudet kappaleet julkaistiin väärillä nimillä: ”Ne ovat menneet väärinpäin! Ihan hirveetä!”,Saara Aalto kertoo julkaisumokasta ja purkaa tuohtumustaan somessa.
9E8AFE11485044A089AE7A14DE881AA2,2019-11-01T13:29:02.000Z,"Kippisteletkö tänään? Aivojesi koko voi vaikuttaa siihen, kuinka paljon viinaa himoitset","Alkoholi saattaa kutistaa aivoja, mutta voi olla myös niin, että pikkuisen pienemmät aivot saavat juomaan runsaasti."
9279C2190B1E4EFAB1D4D462F12D83E5,2019-11-01T13:37:02.000Z,Keskelle Helsinkiä avattiin sovituskoppi – ideana entistä helpompi verkkoshoppailu,Postin uuden palvelun on tarkoitus tehdä verkkoshoppailusta entistä helpompaa. Samalla se pyrkii palveluillaan kannustamaan asiakkaita vastuullisempaan kuluttamiseen.
562AE4E19F2847D1AE283FB91EAB70E3,2019-11-01T13:39:30.000Z,Halloween-keppostelijat telkesivät Maaritin kotiinsa: ei päässyt ulos omin voimin: ”Ovi täysin jumissa” - Katso video,Pääkaupunkiseutulaiset Maarit ja Kaisa joutuivat halloween-keppostelijoiden häiriköinnin kohteeksi. Maarit teljettiin kotiinsa ja Kaisan ovea hakattiin. Asiantuntijan mukaan uusi perinne ei ole välttämättä tuttu kaikille ja pelisäännöt siksi puuttuvat.
BCD9CBE19B8A44A2A84B400DD77AACC1,2019-11-01T13:48:06.000Z,Poliisi epäilee: Logistiikka-alan yrityksen maajohtaja oli mukana miljoonapetoksessa,"Rikostutkinta käynnistyi, kun konserniyhtiön edustaja teki tutkintapyynnön poliisille."
E60B3D823DA04C22BAD8572DB486FED7,2019-11-01T13:48:23.000Z,Sampo Kaulanen julkaisi koskettavan päivityksen unettomuudesta – mindfulness karsi lääkearsenaalin dramaattisesti,Sampo Kaulasen mukaan vielä vuosi sitten hän käytti seitsemää lääkettä unettomuutensa hoitoon.
31E5BC54C91041F48B6407000535FA6C,2019-11-01T13:50:09.000Z,"Ei ihme, että portugalilaiset punaviinit ovat nosteessa: ”Upea tasapaino”","Perjantaipullo: Vale D. Maria Rufo 2016, Portugali, 16,99 €"
2F6B9AA721644531B4DF8EC9A459E56C,2019-11-01T14:01:21.000Z,Jälleen kova rallihuhu: Kuusinkertainen maailmanmestari testaa Tommi Mäkisen tallin autoa jo ensi viikolla,Ranskalaiskuljettaja ei ole tyytyväinen nykyiseen autoonsa.
01C0C0B86B524B4DBF524ED5787FF89B,2019-11-01T14:04:38.000Z,Suomalaiset e-urheilijat tienaavat huimasti enemmän kuin ”perinnelajien” huiput – Joona ”Serral” Sotala ei silti pelaa pelkästä rahasta,"Tällä viikolla Joona Sotalalla on mahdollisuus tehdä historiaa ja olla ensimmäinen, joka voittaa kaksi peräkkäistä StarCraft II:n maailmamestaruutta. "
A9398C0EC10A4CBDA2E33AC04FFD1A4A,2019-11-01T14:07:31.000Z,Britannian ruumisrekasta jo toinen syyte: pohjoisirlantilaista syytetään 39 taposta,Aiemmin on kuultu rekan kuljettajaa. 
